project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost
P0186,501,Subcontractor,Utility Work,job,5,22424.89,112124.46
P0187,100,Labor,General Labor,hour,12365,31.74,392423.07
P0187,101,Labor,Equipment Operators,hour,5964,42.82,255366.57
P0187,102,Labor,Supervisors,hour,11352,50.95,578399.88
P0187,103,Labor,Skilled Labor,hour,7648,50.78,388331.84
P0187,200,Materials,Gravel,ton,12500,35.69,446143.3
P0187,201,Materials,Concrete,cubic_yard,12387,139.11,1723131.01
P0187,202,Materials,Asphalt,ton,6909,87.77,606407.23
P0187,203,Materials,Topsoil,cubic_yard,7126,35.0,249380.45
P0187,300,Equipment,Excavator,hour,8184,130.69,1069557.57
P0187,301,Equipment,Bulldozer,hour,9672,155.3,1502023.02
P0187,302,Equipment,Loader,hour,7486,127.11,951538.84
P0187,303,Equipment,Compactor,hour,2199,92.46,203309.56
P0187,400,Fuel,Diesel,gallon,49826,3.65,182001.76
P0187,500,Subcontractor,Concrete Work,job,9,29275.11,263476.01
P0187,501,Subcontractor,Utility Work,job,8,23339.47,186715.74
P0188,100,Labor,General Labor,hour,19566,30.5,596737.99
P0188,101,Labor,Equipment Operators,hour,17032,39.72,676530.39
P0188,102,Labor,Supervisors,hour,12259,55.59,681429.9
P0188,103,Labor,Skilled Labor,hour,3286,48.69,159998.72
P0188,200,Materials,Gravel,ton,24022,32.57,782458.24
P0188,201,Materials,Concrete,cubic_yard,9126,152.45,1391287.02
P0188,202,Materials,Asphalt,ton,2108,98.55,207741.41
P0188,203,Materials,Topsoil,cubic_yard,16830,35.06,590143.05
P0188,300,Equipment,Excavator,hour,3972,135.69,538950.12
P0188,301,Equipment,Bulldozer,hour,6488,158.26,1026762.02
P0188,302,Equipment,Loader,hour,3923,115.26,452182.38
P0188,303,Equipment,Compactor,hour,917,88.78,81408.45
P0188,400,Fuel,Diesel,gallon,39195,3.88,152239.33
P0188,500,Subcontractor,Concrete Work,job,5,25767.9,128839.5
P0188,501,Subcontractor,Utility Work,job,13,20830.77,270799.97
P0189,100,Labor,General Labor,hour,7003,32.33,226374.66
P0189,101,Labor,Equipment Operators,hour,7696,40.03,308095.05
P0189,102,Labor,Supervisors,hour,6405,51.04,326923.37
P0189,103,Labor,Skilled Labor,hour,4063,46.4,188530.59
P0189,200,Materials,Gravel,ton,5645,33.34,188204.24
P0189,201,Materials,Concrete,cubic_yard,2110,150.31,317156.73
P0189,202,Materials,Asphalt,ton,1035,98.84,102304.34
P0189,203,Materials,Topsoil,cubic_yard,10187,37.13,378222.12
P0189,300,Equipment,Excavator,hour,8493,132.64,1126509.38
P0189,301,Equipment,Bulldozer,hour,5646,159.93,902939.56
P0189,302,Equipment,Loader,hour,6103,114.65,699720.41
P0189,303,Equipment,Compactor,hour,2014,91.48,184232.32
P0189,400,Fuel,Diesel,gallon,7047,3.72,26231.99
P0189,500,Subcontractor,Concrete Work,job,4,25876.73,103506.92
P0189,501,Subcontractor,Utility Work,job,3,22166.47,66499.41
P0190,100,Labor,General Labor,hour,10794,33.94,366308.28
P0190,101,Labor,Equipment Operators,hour,3666,38.75,142064.16
P0190,102,Labor,Supervisors,hour,5180,52.91,274087.02
P0190,103,Labor,Skilled Labor,hour,4165,48.48,201898.56
P0190,200,Materials,Gravel,ton,14883,33.44,497753.83
P0190,201,Materials,Concrete,cubic_yard,1827,133.77,244403.38
P0190,202,Materials,Asphalt,ton,9305,92.38,859614.48
P0190,203,Materials,Topsoil,cubic_yard,6779,39.46,267499.82
P0190,300,Equipment,Excavator,hour,7318,129.23,945712.13
P0190,301,Equipment,Bulldozer,hour,4330,160.77,696142.58
P0190,302,Equipment,Loader,hour,3348,119.66,400609.03
P0190,303,Equipment,Compactor,hour,5513,99.61,549176.95
P0190,400,Fuel,Diesel,gallon,65109,3.66,238497.54
P0190,500,Subcontractor,Concrete Work,job,4,26119.42,104477.7
P0190,501,Subcontractor,Utility Work,job,4,20627.08,82508.3
P0191,100,Labor,General Labor,hour,10668,31.66,337738.75
P0191,101,Labor,Equipment Operators,hour,10773,39.98,430751.2
P0191,102,Labor,Supervisors,hour,8935,54.8,489630.52
P0191,103,Labor,Skilled Labor,hour,7580,44.56,337742.66
P0191,200,Materials,Gravel,ton,8436,35.18,296812.75
P0191,201,Materials,Concrete,cubic_yard,11935,146.01,1742604.63
P0191,202,Materials,Asphalt,ton,3359,84.86,285028.48
P0191,203,Materials,Topsoil,cubic_yard,17998,40.7,732590.59
P0191,300,Equipment,Excavator,hour,5297,128.31,679666.59
P0191,301,Equipment,Bulldozer,hour,3041,161.18,490158.54
P0191,302,Equipment,Loader,hour,7575,122.26,926147.89
P0191,303,Equipment,Compactor,hour,6345,92.97,589863.36
P0191,400,Fuel,Diesel,gallon,54677,3.65,199761.51
P0191,500,Subcontractor,Concrete Work,job,6,29708.99,178253.97
P0191,501,Subcontractor,Utility Work,job,2,22858.85,45717.7
P0192,100,Labor,General Labor,hour,3897,29.67,115623.27
P0192,101,Labor,Equipment Operators,hour,7524,41.12,309371.35
P0192,102,Labor,Supervisors,hour,4788,51.41,246127.79
P0192,103,Labor,Skilled Labor,hour,3432,48.73,167240.21
P0192,200,Materials,Gravel,ton,18640,32.31,602313.54
P0192,201,Materials,Concrete,cubic_yard,1345,144.89,194876.61
P0192,202,Materials,Asphalt,ton,10420,86.27,898916.09
P0192,203,Materials,Topsoil,cubic_yard,10696,39.14,418620.22
P0192,300,Equipment,Excavator,hour,2075,143.27,297293.65
P0192,301,Equipment,Bulldozer,hour,4692,152.22,714206.15
P0192,302,Equipment,Loader,hour,5451,129.31,704892.92
P0192,303,Equipment,Compactor,hour,1195,100.65,120273.69
P0192,400,Fuel,Diesel,gallon,16637,3.98,66175.51
P0192,500,Subcontractor,Concrete Work,job,5,29624.33,148121.67
P0192,501,Subcontractor,Utility Work,job,10,22870.11,228701.09
P0193,100,Labor,General Labor,hour,20280,31.9,646835.2
P0193,101,Labor,Equipment Operators,hour,17294,41.67,720669.69
P0193,102,Labor,Supervisors,hour,19676,55.38,1089565.5
P0193,103,Labor,Skilled Labor,hour,13295,46.92,623821.96
P0193,200,Materials,Gravel,ton,9401,36.51,343225.44
P0193,201,Materials,Concrete,cubic_yard,21398,145.51,3113558.04
P0193,202,Materials,Asphalt,ton,14421,89.53,1291149.88
P0193,203,Materials,Topsoil,cubic_yard,12314,36.97,455292.33
P0193,300,Equipment,Excavator,hour,9842,126.11,1241219.33
P0193,301,Equipment,Bulldozer,hour,7273,158.35,1151649.5
P0193,302,Equipment,Loader,hour,10312,125.99,1299239.16
P0193,303,Equipment,Compactor,hour,6589,94.71,624033.35
P0193,400,Fuel,Diesel,gallon,62534,3.7,231600.13
P0193,500,Subcontractor,Concrete Work,job,7,26031.71,182221.98
P0193,501,Subcontractor,Utility Work,job,2,21417.64,42835.29
P0194,100,Labor,General Labor,hour,15212,34.33,522253.94
P0194,101,Labor,Equipment Operators,hour,6251,42.9,268166.84
P0194,102,Labor,Supervisors,hour,14536,58.98,857311.38
P0194,103,Labor,Skilled Labor,hour,4367,48.63,212384.03
P0194,200,Materials,Gravel,ton,1779,32.41,57649.96
P0194,201,Materials,Concrete,cubic_yard,10801,142.26,1536603.36
P0194,202,Materials,Asphalt,ton,14252,97.29,1386615.79
P0194,203,Materials,Topsoil,cubic_yard,17674,35.21,622253.57
P0194,300,Equipment,Excavator,hour,9043,125.35,1133523.12
P0194,301,Equipment,Bulldozer,hour,7410,166.63,1234726.3
P0194,302,Equipment,Loader,hour,8615,124.47,1072304.66
P0194,303,Equipment,Compactor,hour,9371,101.8,953944.26
P0194,400,Fuel,Diesel,gallon,41945,3.91,163941.07
P0194,500,Subcontractor,Concrete Work,job,9,29406.52,264658.66
P0194,501,Subcontractor,Utility Work,job,3,23003.54,69010.63
P0195,100,Labor,General Labor,hour,3086,32.41,100014.35
P0195,101,Labor,Equipment Operators,hour,1704,38.76,66049.44
P0195,102,Labor,Supervisors,hour,934,55.96,52264.96
P0195,103,Labor,Skilled Labor,hour,2921,45.7,133490.06
P0195,200,Materials,Gravel,ton,2237,33.7,75387.47
P0195,201,Materials,Concrete,cubic_yard,1076,145.24,156276.07
P0195,202,Materials,Asphalt,ton,213,97.26,20716.08
P0195,203,Materials,Topsoil,cubic_yard,866,37.16,32177.91
P0195,300,Equipment,Excavator,hour,80,125.52,10041.96
P0195,301,Equipment,Bulldozer,hour,282,148.48,41872.65
P0195,302,Equipment,Loader,hour,361,127.82,46144.26
P0195,303,Equipment,Compactor,hour,1355,95.58,129508.1
P0195,400,Fuel,Diesel,gallon,8708,3.88,33756.1
P0195,500,Subcontractor,Concrete Work,job,1,28402.86,28402.86
P0195,501,Subcontractor,Utility Work,job,2,21907.08,43814.16
P0196,100,Labor,General Labor,hour,2039,34.3,69946.98
P0196,101,Labor,Equipment Operators,hour,448,39.04,17490.65
P0196,102,Labor,Supervisors,hour,1298,59.39,77086.62
P0196,103,Labor,Skilled Labor,hour,504,48.12,24252.36
P0196,200,Materials,Gravel,ton,755,32.11,24243.93
P0196,201,Materials,Concrete,cubic_yard,452,156.36,70673.61
P0196,202,Materials,Asphalt,ton,948,88.98,84354.79
P0196,203,Materials,Topsoil,cubic_yard,241,35.79,8625.99
P0196,300,Equipment,Excavator,hour,390,135.31,52769.92
P0196,301,Equipment,Bulldozer,hour,204,152.83,31176.48
P0196,302,Equipment,Loader,hour,392,120.17,47108.55
P0196,303,Equipment,Compactor,hour,684,99.38,67973.97
P0196,400,Fuel,Diesel,gallon,2606,3.88,10101.23
P0196,500,Subcontractor,Concrete Work,job,1,27926.43,27926.43
P0196,501,Subcontractor,Utility Work,job,1,22926.96,22926.96
P0197,100,Labor,General Labor,hour,14310,33.43,478440.23
P0197,101,Labor,Equipment Operators,hour,4517,41.59,187865.56
P0197,102,Labor,Supervisors,hour,19411,52.86,1026111.03
P0197,103,Labor,Skilled Labor,hour,16433,46.85,769906.51
P0197,200,Materials,Gravel,ton,17147,35.92,615907.57
P0197,201,Materials,Concrete,cubic_yard,20072,137.98,2769624.34
P0197,202,Materials,Asphalt,ton,4316,93.27,402536.09
P0197,203,Materials,Topsoil,cubic_yard,4512,38.8,175053.47
P0197,300,Equipment,Excavator,hour,6993,127.22,889677.5
P0197,301,Equipment,Bulldozer,hour,10699,162.78,1741557.17
P0197,302,Equipment,Loader,hour,787,119.04,93682.91
P0197,303,Equipment,Compactor,hour,6255,97.46,609628.22
P0197,400,Fuel,Diesel,gallon,20154,4.1,82620.67
P0197,500,Subcontractor,Concrete Work,job,10,27804.17,278041.73
P0197,501,Subcontractor,Utility Work,job,4,22195.94,88783.75
P0198,100,Labor,General Labor,hour,6735,32.37,218037.04
P0198,101,Labor,Equipment Operators,hour,9889,44.54,440470.32
P0198,102,Labor,Supervisors,hour,12340,58.72,724615.41
P0198,103,Labor,Skilled Labor,hour,8156,44.85,365813.54
P0198,200,Materials,Gravel,ton,14877,32.27,480135.88
P0198,201,Materials,Concrete,cubic_yard,9640,142.86,1377150.82
P0198,202,Materials,Asphalt,ton,1801,84.75,152643.65
P0198,203,Materials,Topsoil,cubic_yard,605,35.91,21724.4
P0198,300,Equipment,Excavator,hour,6890,126.77,873458.62
P0198,301,Equipment,Bulldozer,hour,5845,150.64,880480.32
P0198,302,Equipment,Loader,hour,4097,128.48,526393.31
P0198,303,Equipment,Compactor,hour,4828,100.99,487565.85
P0198,400,Fuel,Diesel,gallon,52930,3.6,190353.16
P0198,500,Subcontractor,Concrete Work,job,8,26299.3,210394.44
P0198,501,Subcontractor,Utility Work,job,3,20365.39,61096.18
P0199,100,Labor,General Labor,hour,17166,34.14,585988.08
P0199,101,Labor,Equipment Operators,hour,24218,40.41,978704.93
P0199,102,Labor,Supervisors,hour,4710,54.91,258610.72
P0199,103,Labor,Skilled Labor,hour,17458,44.39,774876.11
P0199,200,Materials,Gravel,ton,21741,35.29,767226.44
P0199,201,Materials,Concrete,cubic_yard,3525,150.97,532155.61
P0199,202,Materials,Asphalt,ton,30107,86.62,2607976.94
P0199,203,Materials,Topsoil,cubic_yard,19959,38.43,766941.14
P0199,300,Equipment,Excavator,hour,2288,131.07,299886.96
P0199,301,Equipment,Bulldozer,hour,1331,154.8,206033.47
P0199,302,Equipment,Loader,hour,14505,112.53,1632191.71
P0199,303,Equipment,Compactor,hour,7198,89.79,646280.14
P0199,400,Fuel,Diesel,gallon,11267,3.59,40469.48
P0199,500,Subcontractor,Concrete Work,job,4,26522.26,106089.05
P0199,501,Subcontractor,Utility Work,job,8,22344.2,178753.61
P0200,100,Labor,General Labor,hour,4374,34.24,149748.15
P0200,101,Labor,Equipment Operators,hour,3823,42.07,160825.43
P0200,102,Labor,Supervisors,hour,2413,59.11,142644.19
P0200,103,Labor,Skilled Labor,hour,3280,48.99,160701.26
P0200,200,Materials,Gravel,ton,1616,32.97,53279.83
P0200,201,Materials,Concrete,cubic_yard,1917,135.63,260002.25
P0200,202,Materials,Asphalt,ton,5044,93.16,469883.76
P0200,203,Materials,Topsoil,cubic_yard,1681,37.44,62938.99
P0200,300,Equipment,Excavator,hour,2603,134.84,350975.88
P0200,301,Equipment,Bulldozer,hour,1157,166.32,192436.14
P0200,302,Equipment,Loader,hour,2444,127.89,312574.71
P0200,303,Equipment,Compactor,hour,2545,98.73,251258.06
P0200,400,Fuel,Diesel,gallon,16851,3.63,61115.29
P0200,500,Subcontractor,Concrete Work,job,3,28966.87,86900.62
P0200,501,Subcontractor,Utility Work,job,3,23684.02,71052.05
P0201,100,Labor,General Labor,hour,2277,30.1,68536.01
P0201,101,Labor,Equipment Operators,hour,886,41.99,37204.57
P0201,102,Labor,Supervisors,hour,2301,53.67,123499.85
P0201,103,Labor,Skilled Labor,hour,2457,47.14,115819.23
P0201,200,Materials,Gravel,ton,793,32.99,26159.69
P0201,201,Materials,Concrete,cubic_yard,1364,154.24,210376.78
P0201,202,Materials,Asphalt,ton,1889,87.48,165257.1
P0201,203,Materials,Topsoil,cubic_yard,2229,40.51,90307.35
P0201,300,Equipment,Excavator,hour,1080,142.01,153374.18
P0201,301,Equipment,Bulldozer,hour,51,166.9,8512.0
P0201,302,Equipment,Loader,hour,783,125.96,98629.73
P0201,303,Equipment,Compactor,hour,335,94.02,31498.16
P0201,400,Fuel,Diesel,gallon,9454,4.15,39219.68
P0201,500,Subcontractor,Concrete Work,job,1,27983.41,27983.41
P0201,501,Subcontractor,Utility Work,job,1,20723.98,20723.98
P0202,100,Labor,General Labor,hour,9175,30.44,279317.27
P0202,101,Labor,Equipment Operators,hour,11749,43.7,513381.38
P0202,102,Labor,Supervisors,hour,16570,59.08,978976.42
P0202,103,Labor,Skilled Labor,hour,5563,44.67,248501.36
P0202,200,Materials,Gravel,ton,10799,35.73,385854.02
P0202,201,Materials,Concrete,cubic_yard,19600,154.73,3032719.26
P0202,202,Materials,Asphalt,ton,14868,92.2,1370827.51
P0202,203,Materials,Topsoil,cubic_yard,3547,37.78,134016.81
P0202,300,Equipment,Excavator,hour,6008,137.86,828257.81
P0202,301,Equipment,Bulldozer,hour,4661,147.37,686912.18
P0202,302,Equipment,Loader,hour,4780,114.52,547402.93
P0202,303,Equipment,Compactor,hour,3164,89.94,284562.89
P0202,400,Fuel,Diesel,gallon,37038,3.63,134512.64
P0202,500,Subcontractor,Concrete Work,job,6,26697.88,160187.28
P0202,501,Subcontractor,Utility Work,job,6,21029.81,126178.87
P0203,100,Labor,General Labor,hour,3019,29.51,89101.19
P0203,101,Labor,Equipment Operators,hour,15106,44.87,677746.21
P0203,102,Labor,Supervisors,hour,2986,52.37,156381.1
P0203,103,Labor,Skilled Labor,hour,13519,50.78,686542.47
P0203,200,Materials,Gravel,ton,10746,36.68,394193.91
P0203,201,Materials,Concrete,cubic_yard,4733,146.42,693011.01
P0203,202,Materials,Asphalt,ton,3259,87.18,284111.88
P0203,203,Materials,Topsoil,cubic_yard,1507,38.28,57683.21
P0203,300,Equipment,Excavator,hour,9000,127.16,1144447.27
P0203,301,Equipment,Bulldozer,hour,7823,156.91,1227529.11
P0203,302,Equipment,Loader,hour,1582,116.98,185063.14
P0203,303,Equipment,Compactor,hour,7742,95.48,739215.99
P0203,400,Fuel,Diesel,gallon,42167,4.09,172429.56
P0203,500,Subcontractor,Concrete Work,job,5,27214.22,136071.11
P0203,501,Subcontractor,Utility Work,job,5,22528.63,112643.15
P0204,100,Labor,General Labor,hour,3547,30.75,109074.75
P0204,101,Labor,Equipment Operators,hour,7872,40.19,316375.35
P0204,102,Labor,Supervisors,hour,3781,55.43,209591.24
P0204,103,Labor,Skilled Labor,hour,6794,49.55,336668.1
P0204,200,Materials,Gravel,ton,1201,31.44,37765.09
P0204,201,Materials,Concrete,cubic_yard,3919,139.35,546093.38
P0204,202,Materials,Asphalt,ton,6072,94.15,571670.95
P0204,203,Materials,Topsoil,cubic_yard,4309,39.04,168214.01
P0204,300,Equipment,Excavator,hour,342,126.65,43316.0
P0204,301,Equipment,Bulldozer,hour,423,156.95,66390.78
P0204,302,Equipment,Loader,hour,1461,128.28,187418.64
P0204,303,Equipment,Compactor,hour,224,95.26,21337.88
P0204,400,Fuel,Diesel,gallon,2099,3.67,7699.32
P0204,500,Subcontractor,Concrete Work,job,2,29888.44,59776.88
P0204,501,Subcontractor,Utility Work,job,1,21152.48,21152.48
P0205,100,Labor,General Labor,hour,5711,32.79,187258.44
P0205,101,Labor,Equipment Operators,hour,7938,43.0,341349.24
P0205,102,Labor,Supervisors,hour,11384,55.81,635380.51
P0205,103,Labor,Skilled Labor,hour,10304,44.26,456023.31
P0205,200,Materials,Gravel,ton,10043,35.12,352754.51
P0205,201,Materials,Concrete,cubic_yard,11842,154.5,1829585.79
P0205,202,Materials,Asphalt,ton,4576,96.34,440858.07
P0205,203,Materials,Topsoil,cubic_yard,1546,37.17,57463.37
P0205,300,Equipment,Excavator,hour,1956,140.72,275250.31
P0205,301,Equipment,Bulldozer,hour,2293,164.93,378184.97
P0205,302,Equipment,Loader,hour,462,110.94,51253.34
P0205,303,Equipment,Compactor,hour,760,101.84,77401.3
P0205,400,Fuel,Diesel,gallon,37067,4.07,150926.53
P0205,500,Subcontractor,Concrete Work,job,7,27037.68,189263.74
P0205,501,Subcontractor,Utility Work,job,5,22473.51,112367.53
P0206,100,Labor,General Labor,hour,15333,31.84,488158.05
P0206,101,Labor,Equipment Operators,hour,6290,39.4,247836.1
P0206,102,Labor,Supervisors,hour,16849,51.17,862202.85
P0206,103,Labor,Skilled Labor,hour,14196,45.7,648724.83
P0206,200,Materials,Gravel,ton,6771,33.48,226708.57
P0206,201,Materials,Concrete,cubic_yard,7418,145.0,1075637.36
P0206,202,Materials,Asphalt,ton,12866,99.35,1278243.21
P0206,203,Materials,Topsoil,cubic_yard,21974,40.12,881497.15
P0206,300,Equipment,Excavator,hour,12063,138.41,1669601.67
P0206,301,Equipment,Bulldozer,hour,13760,147.44,2028732.83
P0206,302,Equipment,Loader,hour,13323,114.89,1530737.0
P0206,303,Equipment,Compactor,hour,13825,97.52,1348194.68
P0206,400,Fuel,Diesel,gallon,33232,3.99,132665.38
P0206,500,Subcontractor,Concrete Work,job,10,26949.42,269494.25
P0206,501,Subcontractor,Utility Work,job,12,22846.63,274159.61
P0207,100,Labor,General Labor,hour,5439,31.29,170162.88
P0207,101,Labor,Equipment Operators,hour,5615,42.85,240613.37
P0207,102,Labor,Supervisors,hour,4257,56.9,242235.05
P0207,103,Labor,Skilled Labor,hour,4321,44.55,192513.1
P0207,200,Materials,Gravel,ton,2345,31.61,74122.5
P0207,201,Materials,Concrete,cubic_yard,2161,135.48,292769.87
P0207,202,Materials,Asphalt,ton,1030,89.52,92202.21
P0207,203,Materials,Topsoil,cubic_yard,3242,37.73,122307.35
P0207,300,Equipment,Excavator,hour,1873,140.39,262959.8
P0207,301,Equipment,Bulldozer,hour,1549,160.78,249044.58
P0207,302,Equipment,Loader,hour,1066,123.71,131878.18
P0207,303,Equipment,Compactor,hour,624,100.13,62480.06
P0207,400,Fuel,Diesel,gallon,3710,4.06,15080.2
P0207,500,Subcontractor,Concrete Work,job,1,29107.91,29107.91
P0207,501,Subcontractor,Utility Work,job,2,20340.63,40681.27
P0208,100,Labor,General Labor,hour,12951,29.59,383247.37
P0208,101,Labor,Equipment Operators,hour,12100,40.03,484327.52
P0208,102,Labor,Supervisors,hour,6888,56.06,386134.2
P0208,103,Labor,Skilled Labor,hour,8256,50.63,418031.06
P0208,200,Materials,Gravel,ton,8165,32.17,262669.57
P0208,201,Materials,Concrete,cubic_yard,4122,151.1,622817.54
P0208,202,Materials,Asphalt,ton,12059,95.52,1151840.25
P0208,203,Materials,Topsoil,cubic_yard,13593,39.62,538617.14
P0208,300,Equipment,Excavator,hour,475,124.2,58995.1
P0208,301,Equipment,Bulldozer,hour,2575,142.65,367323.44
P0208,302,Equipment,Loader,hour,3291,123.43,406205.36
P0208,303,Equipment,Compactor,hour,5470,91.43,500126.73
P0208,400,Fuel,Diesel,gallon,55310,3.67,202792.76
P0208,500,Subcontractor,Concrete Work,job,6,27749.12,166494.69
P0208,501,Subcontractor,Utility Work,job,6,20928.68,125572.08
P0209,100,Labor,General Labor,hour,1901,34.11,64841.66
P0209,101,Labor,Equipment Operators,hour,7416,45.05,334080.68
P0209,102,Labor,Supervisors,hour,9682,57.24,554233.71
P0209,103,Labor,Skilled Labor,hour,11229,51.16,574488.16
P0209,200,Materials,Gravel,ton,2576,31.6,81398.43
P0209,201,Materials,Concrete,cubic_yard,15950,145.53,2321147.37
P0209,202,Materials,Asphalt,ton,941,89.28,84013.69
P0209,203,Materials,Topsoil,cubic_yard,14806,39.76,588731.83
P0209,300,Equipment,Excavator,hour,8077,126.13,1018740.57
P0209,301,Equipment,Bulldozer,hour,628,145.67,91479.79
P0209,302,Equipment,Loader,hour,2465,113.31,279315.21
P0209,303,Equipment,Compactor,hour,4555,89.33,406885.54
P0209,400,Fuel,Diesel,gallon,23172,3.94,91285.75
P0209,500,Subcontractor,Concrete Work,job,9,28576.15,257185.35
P0209,501,Subcontractor,Utility Work,job,2,21959.65,43919.29
P0210,100,Labor,General Labor,hour,1368,30.76,42077.13
P0210,101,Labor,Equipment Operators,hour,1436,43.09,61870.86
P0210,102,Labor,Supervisors,hour,893,55.17,49266.89
P0210,103,Labor,Skilled Labor,hour,2228,49.3,109837.83
P0210,200,Materials,Gravel,ton,4343,31.64,137417.24
P0210,201,Materials,Concrete,cubic_yard,5042,134.12,676232.64
P0210,202,Materials,Asphalt,ton,1442,93.41,134695.09
P0210,203,Materials,Topsoil,cubic_yard,2320,40.84,94737.61
P0210,300,Equipment,Excavator,hour,1718,124.7,214242.02
P0210,301,Equipment,Bulldozer,hour,621,161.76,100454.32
P0210,302,Equipment,Loader,hour,1750,123.19,215586.38
P0210,303,Equipment,Compactor,hour,2539,92.77,235539.1
